trial,service,fault_type,expected_root_cause,llm_root_cause,llm_correct,llm_confidence,rule_root_cause,rule_correct,fix_applied,result,mttr_seconds,manual_baseline,time_saved
2,notification,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,2.9,900,897.1
2,auth,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.83,900,897.17
2,cart,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.91,900,897.09
2,payment,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.78,900,897.22
2,inventory,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.58,900,897.42
2,notification,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.82,900,897.18
2,auth,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,4.02,900,895.98
2,cart,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,4.06,900,895.94
2,payment,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,2.69,900,897.31
2,inventory,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,5.04,900,894.96
2,notification,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,3.07,900,896.93
2,auth,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,4.03,900,895.97
2,cart,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.98,900,896.02
2,payment,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.0,900,897.0
2,inventory,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.72,900,896.28
2,notification,error,error_spike,error_spike,True,90,error_spike,True,retry_with_backoff,RECOVERED,2.89,900,897.11
3,auth,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,3.89,900,896.11
3,cart,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,2.99,900,897.01
3,payment,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,4.1,900,895.9
3,inventory,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,3.91,900,896.09
3,notification,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,2.56,900,897.44
3,auth,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,3.87,900,896.13
3,cart,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.85,900,897.15
3,payment,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.93,900,897.07
3,inventory,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,4.14,900,895.86
3,notification,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.77,900,897.23
3,auth,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,2.99,900,897.01
3,cart,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,3.86,900,896.14
3,payment,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,3.99,900,896.01
3,inventory,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,4.01,900,895.99
3,notification,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,3.09,900,896.91
3,auth,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.63,900,896.37
3,cart,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.68,900,896.32
3,payment,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,2.89,900,897.11
3,inventory,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.85,900,896.15
3,notification,error,error_spike,error_spike,True,90,error_spike,True,retry_with_backoff,RECOVERED,4.02,900,895.98
