trial,service,fault_type,expected_root_cause,llm_root_cause,llm_correct,llm_confidence,rule_root_cause,rule_correct,fix_applied,result,mttr_seconds,manual_baseline,time_saved
2,auth,error,error_spike,error_spike,True,90,error_spike,True,restart,RECOVERED,3.98,900,896.02
2,cart,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.46,900,896.54
2,payment,error,error_spike,error_spike,True,90,error_spike,True,retry_with_backoff,RECOVERED,2.81,900,897.19
2,inventory,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.92,900,896.08
2,notification,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.01,900,896.99
3,auth,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,4.05,900,895.95
3,cart,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,3.62,900,896.38
3,payment,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,2.7,900,897.3
3,inventory,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,3.99,900,896.01
3,notification,crash,service_crash,service_crash,True,95,service_crash,True,restart,RECOVERED,3.04,900,896.96
3,auth,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,3.68,900,896.32
3,cart,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.72,900,897.28
3,payment,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,3.88,900,896.12
3,inventory,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,2.74,900,897.26
3,notification,memory,memory_leak,memory_leak,True,90,memory_leak,True,clear_memory,RECOVERED,3.8,900,896.2
3,auth,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,2.98,900,897.02
3,cart,slow,cpu_overload,cpu_overload,True,92,cpu_overload,True,reduce_load,RECOVERED,3.15,900,896.85
3,payment,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,5.04,900,894.96
3,inventory,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,4.15,900,895.85
3,notification,slow,cpu_overload,cpu_overload,True,90,cpu_overload,True,reduce_load,RECOVERED,2.71,900,897.29
3,auth,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,4.0,900,896.0
3,cart,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,2.89,900,897.11
3,payment,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,4.09,900,895.91
3,inventory,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,3.04,900,896.96
3,notification,error,error_spike,error_spike,True,90,error_spike,True,reduce_load,RECOVERED,4.01,900,895.99
